园区,企业名称,曾用名,统一信用代码,注册号,法定代表人,企业类型,成立日期,注册资本,联系电话,公司网站,注册地址,经营范围,所属行业,股东信息,成员信息
,北京****技有限公司,,91110108327290****,11010801847****,雷****,有限责任公司(自然人投资或控股),2015/1/13,100(万元),6336****,,北京市海淀区中关村东路18号1号楼11层C-1201-006号,技术开发、技术服务；组织文化艺术交流活动（不含营业性演出）；承办展览展示活动；企业策划、设计；设计、制作、代理、发布广告；文艺创作；影视策划；会议服务；公共关系服务；应用软件服务；市场调查；教育咨询（中介服务除外）；文化咨询；软件开发；销售自行开发的产品；企业管理；餐饮管理；酒店管理。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）,其他文化艺术业，其他未列明商务服务业,金****（认缴额：30万元，实缴额：10万元，股东类型：自然人股东）雷****（认缴额：70万元，实缴额：55万元，股东类型：自然人股东）,雷****（执行董事）瞿****（经理）金****（监事）
,北京****联科技有限公司,,91110108MA0026****,11010802027****,杨****,有限责任公司(自然人投资或控股),2015/11/30,"1,000(万元)",8282****,,北京市海淀区杏石口路80号益园文化创意产业基地B区2号楼一层101号,技术开发、技术咨询、技术转让、技术服务、技术培训（不得面向全国招生）；计算机系统服务；数据处理（数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外）；销售电子产品、通讯设备、计算机、软件及辅助设备、工艺品、文化用品、机械设备、化工产品（不含危险化学品及一类易制毒化学品）；承办展览展示活动；软件开发；汽车租赁（不含九座以上乘用车）；组织文化艺术交流活动（不含营业性演出）；企业管理咨询；会议服务；企业策划；广播电视节目制作；电影摄制。（企业依法自主选择经营项目，开展经营活动；广播电视节目制作、电影摄制以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,农业技术推广服务，其他未列明商务服务业,李****（持股比例：25.00%，认缴出资额：250万元，股东类型：自然人股东）阎****（持股比例：75.00%，认缴出资额：750万元，股东类型：自然人股东）,李****（执行董事）阎****（监事）杨****（经理）
,北京****技有限公司,,91110108MA0026****,11010802027****,韩****,有限责任公司(自然人独资),2015/12/1,100(万元),1336628****,,北京市海淀区双清路1号院内6号楼(北)一层102-7,技术开发、技术咨询、技术服务、技术推广、技术转让；组织文化艺术交流活动(不含营业性演出)；承办展览展示活动；企业策划、设计；设计、制作、代理、发布广告；文艺创作；影视策划；翻译服务；会议服务；公共关系服务；基础软件服务；应用软件服务；计算机系统服务；市场调查；企业管理咨询；教育咨询；经济贸易咨询；文化咨询；体育咨询；软件咨询；软件开发；产品设计；模型设计；包装装潢设计；工艺美术设计；电脑动画设计；销售自行开发的产品；餐饮管理；酒店管理。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,社会经济咨询，其他未列明商务服务业,韩****（认缴额：100万元，实缴额：--，股东类型：自然人股东）,陈****（监事）韩****（执行董事）韩****（经理）
,北京****夏生物医药科技有限公司,,91110108MA0179****,11010802403****,刘****,其他有限责任公司,2017/8/31,"2,000(万元)",010-6287****,,北京市海淀区杏石口路80号益园B区B1一层102,生物的技术开发、技术推广、技术服务、技术咨询、技术转让；技术进出口、代理进出口、货物进出口；医学研究与试验发展；销售食品。（企业依法自主选择经营项目，开展经营活动；销售食品以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,医学研究和试验发展，自然科学研究和试验发展,"刘****（持股比例：32.00%，认缴出资额：640万元，股东类型：自然人股东）广****（持股比例：68.00%，认缴出资额：1,360万元，股东类型：法人股东）",刘****（执行董事）刘****（经理）王****（监事）
,北京****文化发展有限公司,,91110108MA00G3****,11010802374****,刘****,有限责任公司(法人独资),2017/7/11,100(万元),010-6873****,,北京市海淀区西杉创意园四区3号楼三层296号,组织文化艺术交流活动（不含营业性演出）；文艺创作；承办展览展示活动；会议服务；影视策划；翻译服务；自然科学研究与试验发展；工程和技术研究与试验发展；农业科学研究与试验发展；医学研究与试验发展；数据处理（数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外）；技术开发、技术推广、技术转让、技术咨询、技术服务；销售自行开发的产品；计算机系统服务；基础软件服务、应用软件服务；软件开发；软件咨询；产品设计；模型设计；包装装潢设计；教育咨询（中介服务除外）；经济贸易咨询；文化咨询；体育咨询；公共关系服务；工艺美术设计；电脑动画设计；企业策划、设计；设计、制作、代理、发布广告；市场调查；企业管理咨询。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,医学研究和试验发展，农业技术推广服务,迪****（认缴额：100万元，实缴额：--，股东类型：企业法人）,刘****（执行董事）刘****（经理）陈****（监事）
,北京****代文化艺术有限责任公司,,91110108777064****,11010800860****,党****,有限责任公司(自然人投资或控股),2005/7/4,"1,000(万元)",8808****,,北京市海淀区杏石口路益园文化创意产业基地C区2号楼西段4层401、403,组织文化艺术交流活动（不含营业性演出）；文艺创作；产品设计；承办展览展示活动；电脑动画设计；舞蹈培训；声乐培训；绘画培训；文化咨询；工艺美术设计；专业承包、劳务分包、施工总承包；城市园林绿化；风景园林工程设计。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,专业化设计服务，其他文化艺术业,张****（持股比例：20.00%，认缴出资额：200万元，股东类型：自然人股东）党****（持股比例：80.00%，认缴出资额：800万元，股东类型：自然人股东）,张****（监事）党****（总经理）党****（执行董事）
,,,,,,,,,,,,,,,
西山嬴府国际商务中心,,,,,,,,,,,,,,,
,北京****达商贸有限公司,,91110108MA0027****,11010802028****,冯****,有限责任公司(自然人独资),2015/12/1,100(万元),,,北京市海淀区杏石口路99号1幢10103-2209,销售计算机、软件及辅助设备、机械设备、金属材料、通讯设备、金属矿石、非金属矿石、电子产品、安全技术防范产品、医疗器械I类、化工产品（不含危险化学品及一类易制毒化学品）、日用品、文化用品、体育用品、工艺品、首饰、服装、鞋帽、针纺织品；技术开发、技术服务、技术转让；会议服务；展厅的布置设计；计算机技术培训（不得面向全国招生）；经济贸易咨询；承办展览展示活动；组织文化艺术交流活动（不含营业性演出）。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）,农业技术推广服务，专业化设计服务,冯****（认缴额：--，实缴额：--，股东类型：自然人股东）,官****（监事）冯****（经理）冯****（执行董事）
,中国****份有限公司电子渠道运营中心,,91110108089696****,11010801660****,郭****,其他股份有限公司分公司(上市),2013/12/24,,010-5850****,http://www.189.cn/,北京市海淀区杏石口路99号4幢,基础电信业务：在全国范围内经营800MHz CDMA第二代数字蜂窝移动通信业务和CDMA2000第三代数字蜂窝移动通信业务。在北京、上海、江苏、浙江、安徽、福建、江西、湖北、湖南、广东、广西、海南、重庆、四川、贵州、云南、陕西、甘肃、青海、宁夏、新疆等二十一省（自治区、直辖市）范围内经营固定网本地电话业务（含本地无线环路业务）、固定网国内长途电话业务、固定网国际长途电话业务、IP电话业务（限于Phone-to-Phone）、卫星国际专线业务、因特网数据传送业务、国际数据通信业务、公众电报和用户电报业务、26GHz无线传入业务、国内通信设施服务业务。在南京、合肥、昆明、湖北、湖南、海南、四川、贵州、甘肃范围内经营3.5GHz无线接入业务。）（中华人民共和国基础电信业务经营许可证有效期至2019年1月6日）；增值电信业务：在北京、上海、江苏、浙江、安徽、福建、江西、湖北、湖南、广东、广西、海南、重庆、四川、贵州、云南、陕西、甘肃、青海、宁夏、新疆等二十一省（自治区、直辖市）范围内经营第二类基础电信业务中的国内甚小口径终端地球站（VSAT）通信业务、固定网国内数据传送业务、无线数据传送业务、用户驻地网业务、网络托管业务；第一类增值电信业务中的在线数据处理与交易处理业务、国内因特网虚拟专用网业务、因特网数据中心业务；第二类增值电信业务中的语音信箱业务、传真存储转发业务、X.400 电子邮件业务、呼叫中心业务、因特网接入服务业务和信息服务业务（含固定网电话信息服务业务、互联网信息服务业务和移动网信息服务业务）。在天津、河北、山西、内蒙古、辽宁、吉林、黑龙江、山东、河南、西藏等十省（自治区、直辖市）范围内的信息服务业务（仅限移动网信息服务）。（中华人民共和国增值电信业务经营许可证有效期至2019年3月27日）利用信息网络经营音乐娱乐产品、游戏产品（含网络游戏虚拟货币发行），艺术品，演出剧（节）目，动漫产品，从事网络文化产品的展览、比赛活动；经营与通信及信息业务相关的系统集成、技术开发、技术服务、技术咨询、信息咨询、设备及计算机软硬件的生产、销售、安装和设计与施工；房屋租赁；通讯设施租赁；安全技术防范系统的设计、施工和维修；广告业务。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,电信，市政设施管理,,吴****（负责人）
,庆盈****术股份有限公司,,91110108318327****,11010801829****,邓****,其他股份有限公司(非上市),2014/12/10,"10,000(万元)",5387****,,北京市海淀区杏石口路99号1幢10101-2119号,能源产品技术开发、技术咨询、技术服务、技术转让；经济贸易咨询；项目投资；货物进出口、技术进出口、代理进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,农业技术推广服务，其他专业咨询,"乔****（认缴额：900万元，实缴额：450万元，股东类型：自然人股东）陈****（认缴额：3,500万元，实缴额：1,750万元，股东类型：自然人股东）亿****（认缴额：5,100万元，实缴额：2,838万元，股东类型：法人股东）刘****（认缴额：500万元，实缴额：--，股东类型：自然人股东）",王****（监事）王****（监事）孟****（监事）刘****（监事）韦****（监事会主席）赵****（总经理）闫****（董事）赵****（董事）乔****（董事）陈****（董事）陈****（董事）车****（董事）邓****（董事长）
,北京****信息技术有限公司,,91110108560436****,11010801309****,曹****,其他有限责任公司,2010/8/3,"1,000(万元)",5387****,www.vegaga.com,北京市海淀区杏石口路99号1幢4层20402,互联网信息服务业务（除新闻、出版、教育、医疗保健、药品、医疗器械和BBS以外的内容）；技术开发、技术推广；经济贸易咨询；设计、制作、代理、发布广告；销售针纺织品，服装，鞋帽，日用品，厨房用具，文化、体育用品、首饰、工艺品、建筑材料、五金、交电、家用电器、计算机、软件及辅助设备、通讯设备、机械设备、电子产品。(企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。),农业技术推广服务，超级市场零售,亿****（持股比例：70.00%，认缴出资额：700万元，股东类型：企业法人）李****（持股比例：5.00%，认缴出资额：50万元，股东类型：自然人股东）张****（持股比例：25.00%，认缴出资额：250万元，股东类型：自然人股东）,李****（监事）曹****（经理）曹****（执行董事）
,中铝****限公司,,91110108MA00HE****,11010802400****,高****,其他有限责任公司,2017/8/25,"5,000(万元)",010-6398****,eb.chinalco.com.cn,北京市海淀区复兴路乙12号办公楼942房间,工程招标及代理；工程造价咨询；经济贸易咨询；货物进出口、代理进出口、技术进出口。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,工程管理服务，其他专业咨询,"中****（认缴额：1,000万元，实缴额：400万元，股东类型：企业法人）中****（认缴额：1,250万元，实缴额：500万元，股东类型：企业法人）中****（认缴额：2,750万元，实缴额：1,100万元，股东类型：企业法人）",王****（董事）陈****（董事）蔡****（监事）刘****（经理）鲁****（董事）刘****（董事）高****（董事长）
,北京****联科技发展有限公司,,91110108562059****,11010801325****,常****,其他有限责任公司,2010/9/29,"2,000(万元)",8815****,www.bjhtal.com,北京市海淀区杏石口路99号1幢2层20103室,施工总承包；技术开发、技术推广、技术转让、技术咨询、技术服务； 基础软件服务、应用软件服务；计算机系统服务；销售机械设备、电子产品、通讯设备、计算机、软件及辅助设备；建设工程项目管理；工程勘察设计；专业承包；仓储服务。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,信息系统集成服务，软件开发,"无****（持股比例：10.00%，认缴出资额：200万元，股东类型：企业法人）亿****（持股比例：90.00%，认缴出资额：1,800万元，股东类型：企业法人）",曲****（董事）姜****（监事）闫****（监事）王****（监事会主席）杜****（经理）明****（董事）杜****（董事）王****（董事）常****（董事长）
,整合****北京)科技有限公司,,91110108MA00D4****,11010802320****,肖****,有限责任公司(法人独资),2017/3/30,100(万元),5387****,,北京市海淀区杏石口路99号1幢1层10103-05,技术开发、技术推广、技术咨询、技术服务、技术转让；健康管理、健康咨询（须经审批的诊疗活动除外）；会议服务；软件开发；销售计算机、软件及辅助设备。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,农业技术推广服务，软件开发,亿****（认缴额：100万元，实缴额：--，股东类型：企业法人）,张****（监事会主席）邢****（董事）邓****（董事）龙****（董事）王****（董事）邱****（副董事长）邱****（监事）宋****（董事）朱****（监事）肖****（经理）肖****（董事长）
,北京****奇商贸有限公司,,91110108MA0027****,11010802028****,李****,有限责任公司(自然人独资),2015/12/1,100(万元),,,北京市海淀区杏石口路99号1幢10103-2224,销售机械设备、金属材料、通讯设备、金属矿石、非金属矿石、电子产品、安全技术防范产品、计算机、软件及辅助设备、医疗器械I类、化工产品（不含危险化学品及一类易制毒化学品）、日用品、文化用品、体育用品、工艺品、首饰、服装、鞋帽、针纺织品；技术开发、技术服务、技术转让；会议服务；展厅的布置设计；计算机技术培训（不得面前全国招生）；经济贸易咨询；承办展览展示活动；组织文化艺术交流活动（不含营业性演出）。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）,农业技术推广服务，专业化设计服务,李****（认缴额：--，实缴额：--，股东类型：自然人股东）,官****（监事）李****（经理）李****（执行董事）
,北京****业管理有限公司,,91110108789979****,11010500969****,孙****,有限责任公司(自然人投资或控股),2006/6/5,"2,000(万元)",0106285****,,北京市海淀区四季青镇杏石口路99号D座地下一层,会议及展览服务；机动车公共停车场服务；维修办公设备；电脑打字、复印；电脑动画设计；技术咨询、技术服务；绿植租摆；建筑物清洁服务；企业管理；家庭劳务服务；餐饮管理；从事房地产经纪业务；物业管理；城市园林绿化。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,物业管理，清洁服务,孙****（持股比例：59.00%，认缴出资额：590万元，股东类型：自然人股东）谢****（持股比例：41.00%，认缴出资额：410万元，股东类型：自然人股东）,孙****（执行董事）徐****（经理）谢****（监事）
,北京****技有限公司,,91110108MA01BY****,11010802527****,张****,有限责任公司(自然人独资),2018/5/7,100(万元),1850083****,,北京市海淀区杏石口路99号1幢02层20202-1309,技术开发、技术推广、技术转让、技术咨询、技术服务；销售自行开发的产品；计算机系统服务；基础软件服务；应用软件服务；软件开发；软件咨询；数据处理（数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外）。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,软件开发，数据处理和存储服务,张****（认缴额：100万元，实缴额：--，股东类型：自然人股东）,张****（执行董事）张****（经理）田****（监事）
,北京****龙通讯技术有限公司,,91110108600061****,11000041012****,李****,有限责任公司(法人独资),1997/1/23,647(万元),010-5387****,,北京市海淀区杏石口路99号1幢20104,专业承包；技术开发、技术推广、技术咨询、技术服务、技术转让、技术培训；基础软件服务；应用软件服务；数据处理；计算机系统服务；销售通讯设备、电子产品；销售计算机、软件及辅助设备；销售自行开发后的产品；劳务派遣；仓储服务。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,软件开发，农业技术推广服务,亿****（认缴额：647万元，实缴额：--，股东类型：企业法人）,杨****（监事）徐****（经理）周****（董事）徐****（董事）李****（董事长）
,北京****环节能环保技术研究中心,,91110108696389****,11010801232****,章****,个人独资企业,2009/10/14,,5876****,,北京市海淀区杏石口路99号1幢A座五层1530号,工程和技术研究与试验发展；技术开发、技术推广、技术咨询、技术服务、技术转让；投资管理；投资咨询；计算机系统服务；基础软件服务；应用软件服务；企业管理。(企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。),软件开发，农业技术推广服务,章****（认缴额：--，实缴额：--，股东类型：自然人股东）,
,北京****据科技有限公司,,91110108MA001F****,11010802007****,郑****,有限责任公司(自然人投资或控股),2015/10/28,285.7142(万元),010-1348880****,www.zhuyuanshuju.com,北京市海淀区杏石口路99号1幢10103-2245,技术开发、技术推广、技术转让、技术咨询、技术服务；计算机系统服务；基础软件服务；应用软件服务；软件开发；软件咨询；产品设计；模型设计；数据处理（数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外）。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,软件开发，信息系统集成服务,郑****（认缴额：2.86万元，实缴额：--，股东类型：自然人股东）北****（认缴额：282.86万元，实缴额：282.86万元，股东类型：法人股东）,郑****（经理）林****（监事）郑****（董事长）吴****（董事）张****（董事）周****（董事）
,北京****宸资产管理有限公司,,91110108358300****,11010801989****,周****,有限责任公司(自然人独资),2015/9/21,"2,000(万元)",6267****,,北京市朝阳区望京东园三区15号楼1层101,资产管理；投资咨询。（“1、未经有关部门批准，不得以公开方式募集资金；2、不得公开开展证券类产品和金融衍生品交易活动；3、不得发放贷款；4、不得对所投资企业以外的其他企业提供担保；5、不得向投资者承诺投资本金不受损失或者承诺最低收益”；企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,投资与资产管理，资本投资服务,"张****（持股比例：100.00%，认缴出资额：2,000万元，股东类型：自然人股东）",王****（监事）周****（经理）周****（执行董事）
,中铝****程股份有限公司,,91110000710932****,10000000003****,武****,其他股份有限公司(上市),2003/12/16,"295,906.6667(万元)",010-8240****,www.chalieco.com.cn,北京市海淀区杏石口路99号C座,对外派遣实施境外工程所需的劳务人员；行业及专项规划；国内工程的勘测、设计、咨询、监理和工程总承包及设备、材料的销售；承包境外有色金属行业工程和境内国际招标工程；承包上述境外工程的勘测、咨询、设计和监理项目；进出口业务；装备制造；节能环保、新材料产业技术研发及产品生产与销售；物业管理。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,工程勘察设计，工程管理服务,"洛****（持股比例：--，认缴出资额：0，股东类型：企业法人）中****（持股比例：49.02%，认缴出资额：217,675.85万元，股东类型：法人股东）",欧****（监事）王****（董事）伏****（董事）张****（董事）张****（董事）李****（董事）吴****（董事）宗****（总经理）李****（监事）武****（董事长）桂****（董事）范****（监事会主席）
,北京****通投资管理有限公司,,91110108771573****,11000000794****,徐****,其他有限责任公司,2005/1/31,"10,000(万元)",1367122****,,北京市海淀区杏石口路99号1幢1层10201-2213室,投资管理。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,投资与资产管理，社会经济咨询,"陈****（持股比例：90.00%，认缴出资额：9,000万元，股东类型：自然人股东）北****（持股比例：10.00%，认缴出资额：1,000万元，股东类型：法人股东）",徐****（董事长）徐****（经理）黄****（监事）赵****（董事）宁****（董事）
,蒙代****企业家大学,,52110000769901****,,李****,民办非企业单位,2004/12/29,"10,000,000(万元)",,,北京海淀区杏石口路99号A座1301-1302号,依照相关法律法规开展教育活动,社会团体，国家行政机构,,
,信元****息发展有限责任公司,,91110000710922****,10000000002****,苏****,有限责任公司(自然人投资或控股的法人独资),1998/6/30,"3,000(万元)",0105850****,www.ctid.com.cn,北京市海淀区杏石口路99号3幢,一、获准经营增值电信业务种类：第二类增值电信业务中的呼叫中心业务、信息服务业务（不含固定网电话信息服务和互联网信息服务）、因特网接入服务业务；二、获准经营业务覆盖范围：（一）呼叫中心业务，北京市：（二）因特网接入服务业务，（三）信息服务业务（不含固定网电话信息服务和互联网信息服务）（有效期至2018年05月27日）。计算机、通信技术、多媒体信息产品及应用系统网络的研究、开发、生产、销售；计算机数据库及电信产品的销售、服务；公用数据通信业务的代理、维修；信息网络系统的技术咨询、服务；对信息产业的投资；广告业务。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,电信，互联网信息服务,"中****（持股比例：100.00%，认缴出资额：3,000万元，股东类型：企业法人）",张****（执行董事）胡****（监事）叶****（总经理）
,北京****达科技有限公司,,91110108693249****,11010801216****,梁****,有限责任公司(自然人投资或控股),2009/8/13,100(万元),010-5387****,,北京市海淀区杏石口路99号1幢4层20401室,技术开发、技术转让、技术咨询、技术服务、技术推广；软件开发；计算机系统集成；数据处理；委托加工机械设备；销售电子产品；货物进出口。(领取本执照后，应到区县商务委备案。；企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。),数据处理和存储服务，农业技术推广服务,狄****（持股比例：30.00%，认缴出资额：30，股东类型：自然人股东）张****（持股比例：50.00%，认缴出资额：50，股东类型：自然人股东）雷****（持股比例：20.00%，认缴出资额：20，股东类型：自然人股东）,狄****（监事）梁****（经理）梁****（执行董事）
,中投****金管理(北京)有限公司,,91110108MA0019****,11010801993****,赵****,有限责任公司(自然人投资或控股),2015/9/25,100(万元),1371832****,,北京市海淀区杏石口路99号1幢10201-2226,非证券业务的投资管理、咨询。（不得从事下列业务：1、发放贷款；2、公开交易证券类投资或金融衍生品交易；3、以公开方式募集资金；4、对除被投资企业以外的企业提供担保）；项目投资；投资管理；资产管理；投资咨询；企业管理；经济贸易咨询；企业管理咨询；市场调查。（“1、未经有关部门批准，不得以公开方式募集资金；2、不得公开开展证券类产品和金融衍生品交易活动；3、不得发放贷款；4、不得对所投资企业以外的其他企业提供担保；5、不得向投资者承诺投资本金不受损失或者承诺最低收益”；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）,资本投资服务，投资与资产管理,马****（认缴额：40万元，实缴额：--，股东类型：自然人股东）赵****（认缴额：60万元，实缴额：--，股东类型：自然人股东）,赵****（执行董事）赵****（经理）马****（监事）
,,,,,,,,,,,,,,,
中国国家图书馆,,,,,,,,,,,,,,,
,中国****资有限公司,,91110108101107****,11000041017****,余****,其他有限责任公司,2002/8/30,"5,000(万元)",1371873****,,北京市海淀区北四环西路9号2104-A056,开发通讯广播电视设备、产品及备件（限制性项目除外）、计算机通信网络工程、办公自动化设备、生物医学电子仪器、节能产品；提供自产产品技术转让、技术服务、技术咨询。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,工程和技术研究和试验发展，通信系统设备制造,余****（认缴额：--，实缴额：--，股东类型：自然人股东）余****（认缴额：--，实缴额：--，股东类型：自然人股东）,汪****（监事）余****（经理）余****（董事长）许****（董事）米****（董事）
,北京****联技术研究所,,91110108801976****,11010800844****,张****,个人独资企业,1995/10/24,,1362122****,,北京市海淀区五塔寺16号,技术开发、技术转让、技术咨询、技术服务；销售化工产品（不含危险化学品及一类易制毒化学品）。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,农业技术推广服务，医学研究和试验发展,张****（认缴额：--，实缴额：--，股东类型：自然人股东）,
,北京****化发展中心商品经营部,,              ****,11010800136****,牛****,全民所有制分支机构(非法人),2000/5/30,,8854****,,北京市海淀区白石桥路39号,销售定型包装食品、冷饮；零售国产卷烟；销售服装、日用百货、工艺美术品、机械电器设备、五金交电、建筑材料。（未取得行政许可的项目除外）,超级市场零售，百货零售,,牛****（负责人）
,北京****会,,51110000500314****,,赵****,社会团体,2005/7/4,"30,000(万元)",,,北京市海淀区中关村南大街33号国图音乐厅205室,开展协调服务、专业培训、学术交流、艺术普及、咨询服务、对外交流、联谊活动。,社会团体，体育组织,,
,欧联****全技术服务(北京)有限公司,,91110108785503****,11000041028****,周****,有限责任公司(中外合资),2006/3/24,500(万元),6233****,www.ccqsuk.com,北京市海淀区卧虎桥路甲6号,产品安全性能设计、评价；产品控制系统安全设计、评价；产品安全技术培训。（依法须经批准的项目，经相关部门批准后方可开展经营活动）（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）,质检技术服务，环境保护监测,C****（持股比例：60.00%，认缴出资额：300万元，股东类型：外国(地区)企业）华****（持股比例：40.00%，认缴出资额：200万元，股东类型：企业法人）,周****（董事长）徐****（副董事长）王****（董事）郑****（董事）
,中国****学会,,51100000500001****,,饶****,社会团体,1991/6/27,10(万元),,,北京市中关村南大街33号国家图书馆内,,社会团体，群众团体,,
,世纪****讯技术有限公司,,              ****,110108150****,程****,有限责任公司(自然人投资或控股),2015/9/16,50(万元),0512-8689****,,北京市海淀区白石桥路39号J603室,通讯设备及配件（不含卫星电视广播地面接收设施）、计算机软件及硬件、数码产品、电子产品的销售；计算机领域内的技术开发、技术服务、技术咨询；网络通讯工程；货物及技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,机械设备、五金产品及电子产品批发，信息系统集成服务,程****（认缴额：--，实缴额：--，股东类型：自然人股东）程****（认缴额：--，实缴额：--，股东类型：自然人股东）,程****（监事）程****（执行董事兼总经理）
,北京****实业总公司,,91110108101950****,11010800420****,王****,集体所有制,1984/9/18,800(万元),8288****,,北京市海淀区中关村南大街甲33号124A室,计算机机房设备、专用机械设备、计算机及外设、仪器仪表、通信设备、制冷设备、空调器的技术开发、技术服务；销售主营范围内产品及电子元器件、体育器材技术开发、维修。(企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。),机械设备、五金产品及电子产品批发，家用电器批发,海****（持股比例：100.00%，认缴出资额：800万元，股东类型：其他投资者）,
,,,,,,,,,,,,,,,
奥北科技园,,,,,,,,,,,,,,,
